text_a,text_b,label_real,prediccio,similitud
"For any $\beta\in\Omega$ and $g\in C(X)$, we can compute $\beta^g$ in time $O(|X|)$ from the word encoding $g$.","[\cite{BabaiSzemeredi1984}]   For $j>1$,   the cube $C(x_1,\ldots,x_j)$ is non-degenerate iff both   of the following hold:        \item The       cube $C(x_1,\ldots,x_{j-1})$ is non-degenerate.     \item The element $x_j$ satisfies       $x_j\not\in C(x_1,\ldots,x_{j-1})^{-1}C(x_1,\ldots,x_{j-1})$.",1.0,0,0.2867569923400879
"[Orthonormal basis of the tangent spaces]     Let $e_{ij}$ be the $d \times d$ matrix with a 1 at position $(i,j)$ and zeros everywhere else. Then               \item An orthonormal basis of $(T_{I_d} \P_d, \langle \cdot , \cdot \rangle_{I_d})$ is $(E_{I_d,ij})_{i\leq j}$ defined as follows:             \[             E_{I_d, ij} =              \frac{1}{\sqrt{2}} (e_{ij} + e_{ji}) & \text{for } i < j, \\             e_{ii} & \text{for } i = j.                          \]         \item An orthonormal basis of $(T_p \P_d, \langle \cdot , \cdot \rangle_p)$ is $(E_{p, ij})_{i\leq j}$ where $ E_{p, ij} = p^{1/2}E_{I_d, ij}p^{1/2}$.","%  % For any $f:X \to Y$ and $g:Y\to Z$ injective functions, $f \circ g$ is injective. %",0.0,1,0.5874233841896057
"[{\cite[Theorem 3.1]{DKL14}}] 	For $m\geq1$ and a prime $\normalfont\text{b}$, let $N= \normalfont\text{b}^m$ denote the number of HoQMC points. 	Let $s\geq1$ and $\boldsymbol{\beta} = \{\beta_j\}_{j\in \mathbb{N}}$ be a positive number sequence, and let-$\boldsymbol{\beta}_s = \{\beta_j\}_{j=1}^{s}$ denote the first $s$ terms. 	Assume that $\boldsymbol{\beta} \in \ell^p(\mathbb{N})$ for some $p\in(0,1)$. 	If there exists $c>0$ such that a function $F$ satisfies for $\alpha\coloneqq  \left\lfloor \frac{1}{p} \right\rfloor +1$ that 	 	\snorm{\left(\partial^{\boldsymbol{\nu}}_\y F\right)(\y)}  	\leq  	c\snorm{\boldsymbol{\nu}}! \boldsymbol{\beta}^{\boldsymbol\nu}_s,  	\quad 	\text{for all } 	\boldsymbol{\nu} \in \{0,1,\dots,\alpha\}^s,  	\quad  	s\in \mathbb{N}, 	 	then the interlaced polynomial lattice rule of order $\alpha$ with $N$ points can be constructed in  	 	\mathcal{O}\left(\alpha s N \log N + \alpha^2 s^2N\right) 	 	operations, such that for the quadrature error holds 	 	\snorm{\mathcal{I}^{(s)}(f) - \mathcal{Q}^{(N,s)}(f)}  	\leq  	C_{\alpha,\boldsymbol{\beta},b,p} N^{-1/p} 	 	where the constant $C_{\alpha,\beta,b,p}<\infty$ is independent of $s$ and $N$.","Let $\Y=[0,1]$. With probability at least $1-\delta$, uniformly on $T\geq1$ and on $y_0\in\Y$, we have      $$F(y_0)\in\left[\sup_{y_-\in[0,y_0]}\psi_{T,-}^{-1}\Big(y_-, \log\tfrac{2\sqrt T}{(y_0-y_-)\delta}\Big),\inf_{y_+\in[y_0,1]}\psi_{T,+}^{-1}\Big(y_+,\log\tfrac{2\sqrt T}{(y_+-y_0)\delta}\Big)\right]\,.$$",0.0,1,0.6603686809539795
"For $\varepsilon>0$ small enough and all $n\geq 1$, we define the (random) couple of  functions $\big(g_{p,n}^{(\varepsilon)}(t),d_{p,n}^{(\varepsilon)}(t)\big)_{t\geq 1/2}$ as: 	\vspace{-0.3cm} 	$${ll} 		\bullet \text{ the solution to \eqref{eq:syst_EDO} starting from } \displaystyle\left(\frac{G_{p,n}\left(\left\lfloor\frac{n}{2}+\varepsilon n\right\rfloor\right)}{n}, \frac{D_{p,n}\left(\left\lfloor\frac{n}{2}+\varepsilon n\right\rfloor\right)}{n}\right) & \text{on }I_n(\varepsilon)\\ 		\bullet ~\left(g_p\left(t+\varepsilon\right),d_p(t+\varepsilon)\right)_{t\geq 1/2} &\text{on } I_n(\varepsilon)^c. 	$$","[\cite{BabaiSzemeredi1984}]   For $j>1$,   the cube $C(x_1,\ldots,x_j)$ is non-degenerate iff both   of the following hold:        \item The       cube $C(x_1,\ldots,x_{j-1})$ is non-degenerate.     \item The element $x_j$ satisfies       $x_j\not\in C(x_1,\ldots,x_{j-1})^{-1}C(x_1,\ldots,x_{j-1})$.",0.0,1,0.8923949003219604
"[Time-adaptive protocol]          Let $\mathcal{M}^n$ be a family of protocols as defined in subsection~\ref{subsec:protocol_definition} and let $\rho^{\mathrm{hon}}_{Q_t} \in \cD(\cH_{Q_t})$ for $t \in \mathbb{N}$ be a family of quantum states such that $\{(\mathcal M_t,\mathcal N_t,\mathcal \tau_i,q^{\mathrm{hon}}_{X_t})|t\in \mathbb N\}$ is a finite set and $\rho^{\mathrm{hon}}_{Q_t}> 0$ for all $t\in \mathbb N$. Then there exists a family of functions $g_n : \mathbb{X}^n\to \mathbb{R}$ which, for all $n$, lead to an $\epsilon_n$-secure protocol, so that $\lim_{n\to \infty} \epsilon_n = 0$ and                \lim_{n\to \infty} \mathrm{rate}(\mathcal P_n, g_n,q^{\mathrm{hon}}_{X^n}) = \lim_{n \to \infty} \frac{1}{n} \sum_{t=1}^n h(\mathcal M_t,\mathcal N_t,\tau_t,q_{X_t}^{\mathrm{hon}})= r_{ad}\,.","\em      As a particular example of the alternating processes that satisfy the assumptions of \neprop{example}, we can consider a stationary alternating renewal process with exponential on- and off-times. This concretely means that $\xi_{N,x,i}$ has an exponential distribution with parameter $\lambda_{N, {\rm off}}$ if $x+i$ is even and with parameter $\lambda_{N, {\rm on}}$ if $x+i$ is odd, and $p_{N}(0) = \lambda_{N, {\rm off}} / (\lambda_{N, {\rm on}}+\lambda_{N, {\rm off}})$. In this case we have for any $t\in[0,T]$              p_N(t) = \frac{\lambda_{N, {\rm off}}}{\lambda_{N, {\rm on}}+\lambda_{N, {\rm off}}}.          When considering the specific parametrization $\lambda_{N, {\rm off}}= N^{-\alpha}\lambda_{{\rm off}}$ and $\lambda_{N, {\rm on}}\equiv \lambda_{{\rm on}}$ for some parameters $\lambda_{\rm on},\lambda_{\rm off},\alpha>0$, we obtain that the process {$a_N(\cdot)$} satisfies Assumption \ref{ass:ass1} and \ref{ass:ass2} with $\varrho_N = N^{-\alpha}$,               \kappa_{\star}(s,t) = \frac{\lambda_{\rm off}}{\lambda_{\rm on}}e^{-\lambda_{\rm on}\abs{s-t}},          and $p^{\star}(t) \equiv \lambda_{\rm off}/\lambda_{\rm on}$. \hfill$\clubsuit$",0.0,1,0.6750942468643188
"[\cite{BG16}]   Let \( 1 \leq p \leq 2 \). For every \( n \)-point set \( S \subset \ell_{p} \), and for every range parameter \( R > 1 \), there exists an \( R \)-range preserving embedding \( f : S \rightarrow \ell_{p}^{k} \) with distortion \( 1 + \epsilon \), such that $k = O\left(\frac{R^{O(1/\epsilon)} \cdot \log n}{\epsilon}\right)$.","Let $(\g,z)$ be a tame flow-critical canvas, and let $A\subseteq V(\g)\setminus \{z\}$ be a non-empty set of its vertices. If $\deg(X) \ge\deg(z)-1$ for every set $X$ such that $A\subseteq X\subsetneq V(\g)\setminus \{z\}$, then every tip preflow extends to a nowhere-zero flow in $(\g',z)=(\g / A,z)$.",0.0,1,0.5118582248687744
"Consecutive Schatten indices of the same value can be combined:   \|X\|_{(A_1:q_1,...,A_{m-1}:q_{m-1},A_{m}\,...\,A_{m+n}:p;\mathcal{X})} = \|X\|_{(A_1:q_1...,A_{m-1}:q_{m-1},A_{m}\cdots  A_{m+n}:p;\mathcal{X})},   This in particular implies that if all Schatten indices are equal, then the norm      \|X\|_{(A_1:p...\,A_k:p)}=\|X\|_p  reduces to the Schatten-$p$-norm of $X$.","The optimal solution to the problem \eqref{eq:optim} satisfies the power constraint with equality, i.e., $\tr{\mW_{\star}^{\her} \mW_{\star} } = P$, for any $\mW_\star$ that is a solution to \eqref{eq:optim}.",0.0,1,0.5721806287765503
"[Rigidity theorem in $\mathbb{R}^2$] 		If the scattering fields  constructed in Theorem \ref{futurescatteringfields MHD 2d} vanish on the  infinities, i.e.  		 			 				& z_+(\infty;u_-,x_2)\equiv 0\ \ \text{on} \ \ \mathcal{C}_+\text{ (the 2D version of the  $\mathcal{C}_+$ above)},\\ 				& z_-(\infty;u_+,x_2)\equiv 0\ \ \text{on} \ \ \mathcal{C}_-\text{ (the 2D version of the  $\mathcal{C}_-$ above)}, 			 			 	then the initial Alfv\'en waves vanish identically, i.e.  \[\big(z_{+,0}(x),z_{-,0}(x)\big)\equiv(0,0)\ \text{ for all }x\in\mathbb{R}^2,\] and hence 	the Alfv\'en waves  vanish identically, i.e.,  \[\big(z_+(t,x),z_-(t,x)\big)\equiv(0,0)\  \text{ for all }(t,x)\in \mathbb{R}\times \mathbb{R}^2.\]","Consider the MILP's constraint $Ax \le b, x \ge 0$ as follows: 		 			 			 				1/3x_1 +  x_2 - 2/3x_3\le& 1,  \\ 				2/3x_1 - 1/3 x_2 - 4/3 x_3 + x_4\le& 1,  \\ 				-1/3 x_2 + x_3\le& 1,  			 		 		where all rows are useful,  and $x_2$ and $x_3$ are bad variables. A vector $\lambda = (1,1,2)$ exists such that the corresponding aggregated inequality $x_1  + x_4\le 4$ eliminates all bad variables. However, the MW heuristic cannot find a projected inequality starting from any row. For example, starting from the first row \eqref{eq.example1},  assume that the MW heuristic chooses the second row \eqref{eq.example2} to eliminate $x_2$. In this case, the heuristic greedily select the factor $3$ for \eqref{eq.example2} and does not select any factor for \eqref{eq.example3}, then  we obtain the aggregated inequality $7/3x_1 -14/3 x_3 + 3x_4 \le 4$ using $\lambda=(1,3,0)$.",0.0,1,0.6687474250793457
"%  % Let $C\subset \mathbb R^d$ be closed convex set. Let $\delta>0$ and $x\in C'$ be such that $B(x,\delta)\subset C$, where $B(x,\delta)$ is the ball of radius $\delta$ centered at $x$. Let $f:C\to \mathbb R$ be a convex bounded function such that $a \leq f(x)\leq b$, for all $t\in C$. Let $f'_x:\mathbb R^d\mathcal \mathbb R$ be an affine function such that $f'_x(x) = f(x)$, and $f'_x(y)\leq f(y)$ for all $y\in C$. Then $||\grad f'_x||_2\leq \frac{a-b}{t}$. In particular the bound does not depend on $x$. %","[Rigidity theorem in $\mathbb{R}^2$] 		If the scattering fields  constructed in Theorem \ref{futurescatteringfields MHD 2d} vanish on the  infinities, i.e.  		 			 				& z_+(\infty;u_-,x_2)\equiv 0\ \ \text{on} \ \ \mathcal{C}_+\text{ (the 2D version of the  $\mathcal{C}_+$ above)},\\ 				& z_-(\infty;u_+,x_2)\equiv 0\ \ \text{on} \ \ \mathcal{C}_-\text{ (the 2D version of the  $\mathcal{C}_-$ above)}, 			 			 	then the initial Alfv\'en waves vanish identically, i.e.  \[\big(z_{+,0}(x),z_{-,0}(x)\big)\equiv(0,0)\ \text{ for all }x\in\mathbb{R}^2,\] and hence 	the Alfv\'en waves  vanish identically, i.e.,  \[\big(z_+(t,x),z_-(t,x)\big)\equiv(0,0)\  \text{ for all }(t,x)\in \mathbb{R}\times \mathbb{R}^2.\]",0.0,1,0.603983998298645
"[Lower Bound]  Asymptotically,       \inf_{\hat{T}_{\text{\normalshape priv}}} \sup_{P \in \mathcal{M}, T_0 \in \mathcal{T}_{\alpha}}    &\E\p{\int \| T_0 - \hat{T}_{\text{\normalshape priv}}  \|^2 dP} \\    &\gtrsim  \frac{1}{n} \vee n^{- \frac{2 \alpha}{2 \alpha - 2 + d}} \vee (n\epsilon)^{- \frac{2 \alpha}{\alpha - 1 + d}}       where the infimum is taken over all estimators $\hat{T}_{\text{\normalshape priv}}$'s that are $\epsilon$-DP.","Let $X$ be a complex Hilbert space equipped with the inner product $\dotp{\cdot}{\cdot}_X$ and induced norm $\norm{\cdot}_X$.     Let $\mathbb{U} \ni \y \mapsto f(\y) \in X$ be $(\boldsymbol{b},p,\varepsilon)$-holomorphic and continuous continuous map  	when $\mathbb{U}$ 	is equipped with the product topology. 	Then the map 	 	\mathbb{U} 	\ni 	\y 	\mapsto     \norm{     f(\y)     }^2_{X} 	\in 	\IR 	 	is $(\boldsymbol{b},p,\varepsilon)$-holomorphic 	and continuous with the same 	$\boldsymbol{b} \in \ell^p(\IN)$, $p \in (0,1)$, 	and $\varepsilon>0$.",0.0,1,0.6455582976341248
"[\cite{seneta1973non}, The Perron-Frobenius Theorem for irreducible matrices.]  Suppose \(A\) is an \(n \times n\) non-negative irreducible matrix. Then there exists an eigenvalue \(r\) such that:      \item \(r\) is real and \(r>0\);     \item with \(r\) there can be associated strictly positive left and right eigenvectors;     \item \(r \geqslant |\lambda| \) for any eigenvalue \(\lambda\) of \(A\).","Let $\mathcal{L}_1=\sum_{k\geq 0}c_kX^{-k-1}$ and $\mathcal{L}_2=\sum_{k\geq 0}(c_k\pmod 2)X^{-k-1}$ be formal Laurent series over $\QQ$, with $$c_{2k}=(-1)^kC_k \mbox{ and } c_{2k+1}=0.$$ The continued fraction expansions of $\mathcal{L}_1$ and $\mathcal{L}_2$ satisfy $$\mathcal{L}_1=[0;\overline{X}]\quad \mbox{ and } \quad \mathcal{L}_1=[0;{s_1 X},s_2X,s_3X,\ldots]$$ with $(s_i)_{i\geq 1}$ in $\{1,-1\}$ is a paperfolding sequence often denoted by $\mathcal{F}(1,-1,-1,-1,\ldots)$ (cf. e.g. \cite{Alletal} for this notation), that defines $(s_i)_{i\geq 1}=\lim_{i\to\infty}w_i$ via the recursion $w_1=s_1=(1)$, $w_{i+1}=w_i\cdot(-1)\cdot(-{w_i}^R)$ for $i\geq 1$. Here $\cdot$ denotes the concatenation of the finite sequences, $w^R$ denotes the finite sequence $w$ in reflected order, and the $-$ in front of a finite sequence changes the signs of the elements of the sequence.",0.0,1,0.6569039821624756
"\ {\rm (\cite{Casali-Cristofori gem-induced}, \cite{Casali-Cristofori trisection bis})} \   For each 5-colored graph $\Gamma \in G_s^{(4)}$ representing a compact $4$-manifold with empty (resp. connected boundary) $M$ and for  each cyclic permutation $\varepsilon= (\e_0,\e_1,\e_2,\e_3, \e_4=4)$ of $\Delta_4,$  a  triple $\mathcal  T(\Gamma, \varepsilon) =(H_{0},H_{1},H_{2})$ of submanifolds of $M$ is constructed, such that    \item [(a)]  $M = H_{0}\cup H_{1}\cup H_{2}$ and $H_{0}, H_{1}, H_{2}$ have pairwise disjoint interiors   \item [(b)]  $H_{1},H_{2}$ are $4$-dimensional handlebodies; $H_{0}$ is a $4$-disk \  (resp. is  homeomorphic to $\partial M \times [0,1]$) \item [(c)] $H_{01}=H_{0}\cap H_{1},$  $H_{02}=H_{0}\cap H_{2}$ are $3$-dimensional handlebodies  \item [(d)] $\Sigma = H_{0}\cap H_{1}\cap H_{2}$  is a closed connected surface.       Moreover, if $H_{12}=H_1\cap H_2$ is a 3-dimensional handlebody, too, then all the above handlebodies, as well as the surface $\Sigma$, are orientable or not according to the orientability of $M$; in the first case $\Sigma$ has genus $\rho_{\varepsilon}(\G_{\hat 4})$, while in the second one it has genus $2\rho_{\varepsilon}(\G_{\hat 4}).$","If $D \equiv 1 \bmod 4$, then neither of the spaces $\Szero{4D}{\chi_{4D}}^{\new}$ nor   $\Szero{2D}{\chi_{2D}}^{\new}$ contain any dihedral Maass forms.",0.0,1,0.7165882587432861
"If graph $\mathcal{G}$ is defined such that there exists at least one path from agent, then, $i\in \mathcal{V}_R$,  then,      dynamics \eqref{networkopiniondynamics} is stable.","Under Assumptions \ref{ass2}(i) and (ii), a controller $\bar{H}_{11}$ which solves the two-disk problem \eqref{eq31} exists if and only if there exists a solution to the two-disk problem \eqref{eq32}, \eqref{eq33} involving the plant  \tilde{\mathscr{P}} \sim\left[{c|cc} 	\tilde{A} & \tilde{B}_{1} & \tilde{B}_{2}  \\ 	\hline \tilde{C}_{1} & \tilde{D}_{11} & \tilde{D}_{12} \\ 	\tilde{C}_{2} & \tilde{D}_{21} & \tilde{D}_{22} \right]=\left[{c|cc} 	\tilde{A} & \tilde{B}_{1} & \tilde{B}_{2} \\ 	\hline \tilde{C}_{1} & 0 & \tilde{D}_{12} \\ 	\tilde{C}_{2} & I_{n} & 0 \right],  whose coefficients are given in \eqref{eq55}, the constant $\tilde{\gamma}=1$ and the matrices $V$, $W$ and $J$ defined as  	V & =\bar{\gamma} \bar{V}_{12} \bar{\boldsymbol{\Sigma}}_{12}^{-1}, \nonumber \\ 	W & =\bar{W}_{21} \bar{\boldsymbol{\Sigma}}_{21}^{-1}, \nonumber \\ 	J & =\bar{E}_{1}^{-1} D_{1, \lambda} D_{2, \lambda}^{\dagger}.   If a controller $\mathscr{C}$ solves the latter problem, then the corresponding solution of the problem \eqref{eq31} is given by  	\bar{H}_{11}(s)=\bar{\gamma} \bar{V}_{12} \bar{\boldsymbol{\Sigma}}_{12}^{-1} \mathscr{C}(s) \bar{\boldsymbol{\Sigma}}_{21}^{-1} \bar{W}_{21}^{\dagger}-\bar{E}_{1}^{-1} D_{1, \lambda} D_{2, \lambda}^{\dagger}.",0.0,1,0.8536754846572876
"\  Let $\Gamma\in G_s^{(4)}$ be a gem of a simply-connected compact $4$-manifold $M$ with connected boundary $\partial M$, satisfying condition (*) of Proposition \ref{CS gem-induced trisections}.   Then, for any cyclic permutation $\varepsilon$ of $\Delta_4$, a G-trisection diagram for $M$ is given by the following three system of curves $\{ \alpha, \beta, \gamma\}$ on $F_\e(\Gamma_{\hat 4})$:  \item[-] the $\alpha$ curves (resp. $\beta$ curves) consist of all $\{\e_0,\e_2\}$-colored cycles (resp. $\{\e_1,\e_3\}$-colored cycles) of $\Gamma$, but those corresponding to a maximal tree of the 1-dimensional subcomplex   $K_{\e_1 \e_3}$ (resp. $K_{\e_0 \e_2}$),  generated by the vertices labelled $\e_1$ and $\e_3$ (resp. $\e_0$ and $\e_2$) of $K(\Gamma).$     \item[-] the $\gamma$ curves are a subset of  $\{c,4\}$-colored cycles of $\Gamma$, with $c \in \Delta_3,$ which can be combinatorially identified by following - via condition (*) - the collapsing sequence for the 3-dimensional handlebody $H_{12}$ (according to the notations of Section \ref{sss Gem-induced trisections}).","Let $l$ be an oriented line intersecting $K_e$ at points $p_1$ and $p_2$,    satisfying (\ref{eq:i-c}).   Then    $$   \angle p_1 O p_2    > \arcsin    \frac{2 a b \sqrt{c_1 c_2}}{a^2(b^2+1)c_1 + (b^2+1)c_2}.   $$",0.0,1,0.6471826434135437
"%Let $n\in\NN$. We have $H_1^{(n,0)}=(U^{(n,0)})^TD^{(n,0)}U^{(n,0)}$ where $D=\diag(((-1)^k)_{k\geq 0})$ and $U=(u_{i,j})_{i,j\geq 0}$ with  %$$u_{i,j}=1_{2\NN_0(j-i)}(-1)^{(j-i)/2} \frac{(i+1)^{(j-i)}}{({i+2})^{(\frac{j-i}{2})}(\frac{j-i}{2})!}=1_{2\NN_0(j-i)}(-1)^{(j-i)/2} \frac{i+1}{j+1}\binom{j+1}{(j-i)/2}$$  %where $l^{(k)}$ with $l,k\in\NN$ denotes the rising factorial $l(l+1)\cdots(l+k-1)$.   %","Let $(C(\Sigma),d_{C},m_{C})$ be the metric measure cone over the metric measure space $(\Sigma,d_{\Sigma},m_{\Sigma})$, and $N \ge 2$. Then $(C(\Sigma),d_{C},m_{C})$ is an $RCD(0,N)$-space if and only if $(\Sigma,d_{\Sigma},m_{\Sigma})$ is an $RCD(N-2,N-1)$-space and $\mathrm{diam}(\Sigma) \le \pi$.",0.0,1,0.5312165021896362
"Given a tensor $\cX\in\RR^{n_1\times \dots\times n_d}$, the Tucker decomposition of $\cX$ is defined as \[ \cX\approx \cc{C}\times_1 A^{(1)}\times_2 A^{(2)}\dots \times_N A^{(d)}, \] where $\cc{C}\in\RR^{m_1\times \dots\times m_d}$ is the core tensor and $A^{(j)}\in\RR^{n_j\times m_j}$.","[\cite{BabaiSzemeredi1984}]   For $j>1$,   the cube $C(x_1,\ldots,x_j)$ is non-degenerate iff both   of the following hold:        \item The       cube $C(x_1,\ldots,x_{j-1})$ is non-degenerate.     \item The element $x_j$ satisfies       $x_j\not\in C(x_1,\ldots,x_{j-1})^{-1}C(x_1,\ldots,x_{j-1})$.",0.0,1,0.9335101842880249
